Month End,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,nrind,year,week
31/10/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,7,2018,41
30/11/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Shelter,7,2018,45
30/11/2018,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Shelter,7,2018,45
30/11/2018,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,7,2018,45
30/11/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,7,2018,44
30/11/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,7,2018,44
30/11/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,7,2018,48
31/12/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,7,2018,50
31/12/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,7,2018,51
31/12/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,7,2018,50
31/12/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,7,2018,52
31/12/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Shelter,7,2018,48
31/01/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,7,2019,2
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Water,7,2019,3
31/01/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,7,2019,4
31/01/2019,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,7,2019,4
31/01/2019,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,7,2019,3
28/02/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,7,2019,5
28/02/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Health,7,2019,6
31/03/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,7,2019,11
31/03/2019,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Shelter,7,2019,12
31/03/2019,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,7,2019,9
31/03/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,7,2019,11
31/03/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,7,2019,12
31/05/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Livelihood Support,7,2019,20
31/05/2019,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,7,2019,18
30/06/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,7,2019,23
30/06/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,7,2019,26
30/06/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,7,2019,26
31/01/2016,Awdal,Borama,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2016,4
31/01/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,6,2016,2
31/01/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2016,2
31/01/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Other,Livelihood Support,6,2016,1
29/02/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2016,7
29/02/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2016,8
29/02/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2016,5
29/02/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2016,8
31/03/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2016,13
30/04/2016,Awdal,Borama,Hiraan,Belet Weyne,Other,Livelihood Support,6,2016,17
30/04/2016,Awdal,Borama,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2016,17
30/04/2016,Awdal,Borama,Hiraan,Jalalaqsi,Drought related,Transport,6,2016,17
30/04/2016,Bakool,Tayeeglow,Hiraan,Bulo Burto,Drought related,Shelter,6,2016,15
30/04/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Transport,6,2016,16
31/05/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2016,20
31/05/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2016,21
31/05/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Flood,Livelihood Support,6,2016,20
30/06/2016,Bakool,Tayeeglow,Hiraan,Belet Weyne,Drought related,Water,6,2016,23
30/06/2016,Bakool,Tayeeglow,Hiraan,Belet Weyne,Drought related,Other,6,2016,23
30/06/2016,Bakool,Tayeeglow,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2016,24
30/06/2016,Bakool,Tayeeglow,Hiraan,Bulo Burto,Drought related,Other,6,2016,24
30/06/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2016,23
31/07/2016,Awdal,Borama,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2016,28
31/07/2016,Awdal,Borama,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2016,29
31/07/2016,Bari,Bossaso,Hiraan,Belet Weyne,Other,Shelter,6,2016,29
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2016,28
31/08/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Other,6,2016,32
31/08/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Other,6,2016,31
31/08/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2016,32
30/09/2016,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2016,38
30/09/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,6,2016,37
30/09/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2016,36
31/10/2016,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Shelter,6,2016,41
31/12/2016,Awdal,Borama,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2016,50
31/01/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,6,2017,3
31/01/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2017,3
31/01/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2017,3
28/02/2017,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,6,2017,9
28/02/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,6
31/03/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,6,2017,10
31/03/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2017,13
31/03/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2017,12
31/03/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,6,2017,12
30/04/2017,Awdal,Borama,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,17
30/04/2017,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Food,6,2017,14
30/04/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2017,14
30/04/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,6,2017,17
31/05/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,18
31/05/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2017,21
31/05/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,6,2017,19
30/06/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,6,2017,22
30/06/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2017,24
30/06/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,6,2017,22
30/06/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Humanitarian Aid,6,2017,22
30/06/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,6,2017,25
30/06/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,6,2017,24
31/07/2017,Awdal,Borama,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,27
31/07/2017,Awdal,Borama,Hiraan,Belet Weyne,Drought related,Transport,6,2017,28
31/07/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,6,2017,28
31/07/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,6,2017,28
31/07/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,30
31/08/2017,Awdal,Borama,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2017,33
31/08/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,34
31/08/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,6,2017,33
31/08/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2017,34
30/09/2017,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,6,2017,36
30/09/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,37
30/09/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,37
30/09/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2017,36
30/09/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,6,2017,37
31/10/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Shelter,6,2017,42
31/10/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,40
31/10/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2017,43
31/10/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2017,39
31/10/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,6,2017,40
30/11/2017,Awdal,Borama,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2017,46
30/11/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,6,2017,48
30/11/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,47
30/11/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,48
30/11/2017,Nugaal,Garoowe,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2017,47
31/12/2017,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,6,2017,49
31/12/2017,Bari,Bossaso,Hiraan,Jalalaqsi,Drought related,Food,6,2017,49
31/12/2017,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,6,2017,51
31/12/2017,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,6,2017,52
31/12/2017,Bari,Qardho,Hiraan,Bulo Burto,Other,Livelihood Support,6,2017,51
31/12/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2017,48
31/12/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2017,51
31/12/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Other,Shelter,6,2017,48
31/12/2017,Nugaal,Garoowe,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2017,51
31/12/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,6,2017,48
31/01/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Humanitarian Aid,6,2018,1
31/01/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Water,6,2018,2
31/01/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Water,6,2018,2
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2018,3
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,6,2018,4
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2018,2
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,6,2018,4
31/01/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2018,5
28/02/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2018,6
28/02/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2018,9
28/02/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2018,9
31/03/2018,Banadir,Banadir,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,6,2018,10
31/03/2018,Banadir,Banadir,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,6,2018,10
31/03/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,12
31/03/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2018,12
31/03/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2018,9
31/03/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,6,2018,9
31/03/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2018,13
30/04/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Shelter,6,2018,17
30/04/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2018,17
30/04/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2018,14
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Shelter,6,2018,18
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Food,6,2018,19
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Water,6,2018,19
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Other,6,2018,19
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Livelihood Support,6,2018,20
31/05/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Food,6,2018,20
31/05/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Water,6,2018,19
31/05/2018,Banadir,Banadir,Hiraan,Jalalaqsi,Flood,Humanitarian Aid,6,2018,21
31/05/2018,Banadir,Banadir,Hiraan,Jalalaqsi,Flood,Livelihood Support,6,2018,21
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Food,6,2018,19
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Health,6,2018,20
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Food,6,2018,20
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Humanitarian Aid,6,2018,20
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Livelihood Support,6,2018,20
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,18
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Humanitarian Aid,6,2018,20
31/05/2018,Galgaduud,Dhuusamarreeb,Hiraan,Belet Weyne,Flood,Food,6,2018,18
31/05/2018,Nugaal,Garoowe,Hiraan,Belet Weyne,Flood,Livelihood Support,6,2018,20
31/05/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,6,2018,21
31/05/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2018,19
31/05/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2018,21
30/06/2018,Banadir,Banadir,Hiraan,Belet Weyne,Drought related,Other,6,2018,23
30/06/2018,Banadir,Banadir,Hiraan,Belet Weyne,Flood,Food,6,2018,23
30/06/2018,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Food,6,2018,24
30/06/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,23
30/06/2018,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Humanitarian Aid,6,2018,24
30/06/2018,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,6,2018,24
30/06/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,6,2018,25
31/07/2018,Banadir,Banadir,Hiraan,Belet Weyne,Drought related,Water,6,2018,30
31/07/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,6,2018,28
31/07/2018,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,6,2018,27
31/07/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,6,2018,30
31/08/2018,Banadir,Banadir,Hiraan,Belet Weyne,Conflict/Insecurity,Health,6,2018,34
31/08/2018,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Water,6,2018,34
31/08/2018,Bari,Bossaso,Hiraan,Belet Weyne,Other,Food,6,2018,31
31/08/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2018,31
31/08/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,33
31/08/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Water,6,2018,35
31/08/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2018,32
30/09/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,36
30/09/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2018,38
31/10/2018,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Water,6,2018,42
31/10/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,6,2018,42
31/10/2018,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,6,2018,43
31/10/2018,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,6,2018,42
30/11/2018,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Other,6,2018,45
30/11/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,6,2018,48
30/11/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,45
30/11/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,47
30/11/2018,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2018,45
31/12/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,6,2018,49
31/12/2018,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,6,2018,50
31/12/2018,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,6,2018,50
31/12/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,6,2018,50
31/12/2018,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2018,52
31/12/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2018,52
31/12/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2018,52
31/12/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,6,2018,51
31/12/2018,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2018,49
31/01/2019,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,6,2019,2
31/01/2019,Mudug,Gaalkacyo,Hiraan,Jalalaqsi,Drought related,Livelihood Support,6,2019,3
31/01/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,6,2019,2
28/02/2019,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,6,2019,7
28/02/2019,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Water,6,2019,8
28/02/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Livelihood Support,6,2019,7
28/02/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,6,2019,5
28/02/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Food,6,2019,5
28/02/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,6,2019,5
31/03/2019,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Shelter,6,2019,11
31/03/2019,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,6,2019,12
31/03/2019,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Drought related,Other,6,2019,12
31/03/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,6,2019,12
31/03/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,6,2019,10
30/04/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2019,17
30/04/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2019,16
30/04/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2019,16
31/05/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,6,2019,21
30/06/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Water,6,2019,23
30/06/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Drought related,Food,6,2019,26
30/06/2019,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Livelihood Support,6,2019,24
30/06/2019,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,6,2019,25
31/07/2019,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Other,6,2019,29
31/07/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,6,2019,27
31/07/2019,Bari,Qardho,Hiraan,Jalalaqsi,Other,Livelihood Support,6,2019,27
31/07/2019,Hiraan,Belet Weyne,Hiraan,Bulo Burto,Drought related,Food,6,2019,28
31/07/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,6,2019,30
31/01/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2016,0
29/02/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2016,7
29/02/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2016,6
31/03/2016,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,5,2016,11
31/03/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,5,2016,10
30/04/2016,Bakool,Tayeeglow,Hiraan,Bulo Burto,Drought related,Shelter,5,2016,15
30/04/2016,Bakool,Tayeeglow,Hiraan,Bulo Burto,Drought related,Livelihood Support,5,2016,15
30/04/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,5,2016,14
30/04/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2016,13
30/04/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2016,15
31/05/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2016,18
31/05/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,5,2016,21
30/06/2016,Bakool,Tayeeglow,Hiraan,Belet Weyne,Drought related,Health,5,2016,24
30/06/2016,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Shelter,5,2016,23
30/06/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,5,2016,22
31/07/2016,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,5,2016,29
31/07/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,5,2016,29
31/07/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2016,30
31/07/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,5,2016,30
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,5,2016,26
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2016,27
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2016,28
31/08/2016,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Shelter,5,2016,35
31/08/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,5,2016,32
30/09/2016,Banadir,Banadir,Hiraan,Bulo Burto,Conflict/Insecurity,Shelter,5,2016,38
30/09/2016,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,5,2016,39
30/09/2016,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Shelter,5,2016,37
30/09/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,5,2016,36
31/12/2016,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,5,2016,50
31/12/2016,Bari,Bossaso,Hiraan,Belet Weyne,Other,Food,5,2016,50
31/03/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,5,2017,12
31/03/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2017,9
30/04/2017,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Food,5,2017,17
30/04/2017,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,5,2017,16
31/05/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,5,2017,22
30/06/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,5,2017,24
31/07/2017,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,5,2017,30
31/08/2017,Awdal,Borama,Hiraan,Belet Weyne,Drought related,Livelihood Support,5,2017,34
31/08/2017,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Food,5,2017,31
31/08/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,5,2017,33
31/08/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Other,5,2017,32
31/08/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,5,2017,34
