Previous (Departure) Region,Reason,nrind,year,week
Lower Shabelle,Conflict/Insecurity,884,2018,38
Lower Shabelle,Conflict/Insecurity,3072,2018,38
Lower Shabelle,Conflict/Insecurity,1680,2018,38
Lower Shabelle,Conflict/Insecurity,44,2018,38
Lower Shabelle,Conflict/Insecurity,150,2018,38
Lower Shabelle,Conflict/Insecurity,36,2018,38
Lower Shabelle,Conflict/Insecurity,287,2018,38
Lower Shabelle,Conflict/Insecurity,7,2018,38
Lower Shabelle,Conflict/Insecurity,456,2018,38
Lower Shabelle,Conflict/Insecurity,120,2018,38
Lower Shabelle,Conflict/Insecurity,378,2018,38
Lower Shabelle,Conflict/Insecurity,1484,2018,38
Lower Shabelle,Conflict/Insecurity,7,2018,38
Lower Shabelle,Conflict/Insecurity,200,2018,39
Lower Shabelle,Conflict/Insecurity,610,2018,39
Lower Shabelle,Conflict/Insecurity,30,2018,39
Lower Shabelle,Conflict/Insecurity,486,2018,39
Lower Shabelle,Conflict/Insecurity,2,2018,39
Lower Shabelle,Conflict/Insecurity,255,2018,39
Lower Shabelle,Conflict/Insecurity,7,2018,39
Lower Shabelle,Conflict/Insecurity,360,2018,39
Lower Shabelle,Conflict/Insecurity,35,2018,39
Lower Shabelle,Conflict/Insecurity,6,2018,39
Lower Shabelle,Conflict/Insecurity,120,2018,39
Lower Shabelle,Conflict/Insecurity,5,2018,39
Lower Shabelle,Conflict/Insecurity,294,2018,39
Lower Shabelle,Conflict/Insecurity,276,2018,35
Lower Shabelle,Conflict/Insecurity,280,2018,36
Lower Shabelle,Conflict/Insecurity,192,2018,36
Lower Shabelle,Conflict/Insecurity,387,2018,36
Lower Shabelle,Conflict/Insecurity,450,2018,36
Lower Shabelle,Conflict/Insecurity,7,2018,36
Lower Shabelle,Conflict/Insecurity,15,2018,36
Lower Shabelle,Conflict/Insecurity,580,2018,36
Lower Shabelle,Conflict/Insecurity,9,2018,36
Lower Shabelle,Conflict/Insecurity,867,2018,36
Lower Shabelle,Conflict/Insecurity,180,2018,36
Lower Shabelle,Conflict/Insecurity,7,2018,36
Lower Shabelle,Conflict/Insecurity,330,2018,36
Lower Shabelle,Conflict/Insecurity,300,2018,36
Lower Shabelle,Conflict/Insecurity,120,2018,36
Lower Shabelle,Conflict/Insecurity,458,2018,36
Lower Shabelle,Conflict/Insecurity,14,2018,36
Lower Shabelle,Conflict/Insecurity,22,2018,37
Lower Shabelle,Conflict/Insecurity,22,2018,37
Lower Shabelle,Conflict/Insecurity,170,2018,37
Lower Shabelle,Conflict/Insecurity,840,2018,37
Lower Shabelle,Conflict/Insecurity,240,2018,37
Lower Shabelle,Conflict/Insecurity,129,2018,38
Lower Shabelle,Conflict/Insecurity,120,2018,38
Lower Shabelle,Conflict/Insecurity,240,2018,38
Lower Shabelle,Conflict/Insecurity,506,2018,38
Lower Shabelle,Conflict/Insecurity,270,2018,38
Lower Shabelle,Conflict/Insecurity,234,2018,38
Lower Shabelle,Conflict/Insecurity,180,2018,38
Lower Shabelle,Conflict/Insecurity,120,2018,38
Lower Shabelle,Conflict/Insecurity,7,2018,38
Lower Shabelle,Conflict/Insecurity,148,2018,38
Lower Shabelle,Conflict/Insecurity,130,2018,38
Lower Shabelle,Conflict/Insecurity,120,2018,39
Lower Shabelle,Conflict/Insecurity,6,2018,39
Lower Shabelle,Conflict/Insecurity,10,2018,39
Lower Shabelle,Conflict/Insecurity,99,2018,39
Lower Shabelle,Conflict/Insecurity,11,2018,39
Lower Shabelle,Conflict/Insecurity,5,2018,38
Lower Shabelle,Conflict/Insecurity,6,2018,38
Lower Shabelle,Conflict/Insecurity,10,2018,38
Lower Shabelle,Conflict/Insecurity,8,2018,38
Lower Shabelle,Conflict/Insecurity,4,2018,38
Lower Shabelle,Conflict/Insecurity,4,2018,38
Lower Shabelle,Conflict/Insecurity,33,2018,38
Lower Shabelle,Conflict/Insecurity,3,2018,36
Lower Shabelle,Conflict/Insecurity,3,2018,38
Lower Shabelle,Conflict/Insecurity,184,2018,37
Lower Shabelle,Conflict/Insecurity,8,2018,37
Lower Shabelle,Conflict/Insecurity,5,2018,37
Lower Shabelle,Conflict/Insecurity,7,2018,37
Lower Shabelle,Conflict/Insecurity,43,2018,37
Lower Shabelle,Conflict/Insecurity,6,2018,37
Lower Shabelle,Conflict/Insecurity,46,2018,37
Lower Shabelle,Conflict/Insecurity,8,2018,37
Lower Shabelle,Conflict/Insecurity,23,2018,37
Lower Shabelle,Conflict/Insecurity,24,2018,38
Lower Shabelle,Conflict/Insecurity,13,2018,39
Lower Shabelle,Conflict/Insecurity,19,2018,39
Lower Shabelle,Conflict/Insecurity,9,2018,39
Lower Shabelle,Conflict/Insecurity,5,2018,35
Lower Shabelle,Conflict/Insecurity,7,2018,35
Lower Shabelle,Conflict/Insecurity,4,2018,35
Lower Shabelle,Conflict/Insecurity,14,2018,35
Lower Shabelle,Conflict/Insecurity,196,2018,36
Lower Shabelle,Conflict/Insecurity,6,2018,38
Lower Shabelle,Conflict/Insecurity,8,2018,38
Lower Shabelle,Conflict/Insecurity,7,2018,38
Lower Shabelle,Conflict/Insecurity,21,2018,39
Lower Shabelle,Conflict/Insecurity,84,2018,39
Lower Shabelle,Conflict/Insecurity,8,2018,37
Lower Shabelle,Conflict/Insecurity,43,2018,38
Lower Shabelle,Conflict/Insecurity,21,2018,39
Lower Shabelle,Conflict/Insecurity,25,2018,39
Lower Shabelle,Conflict/Insecurity,12,2018,39
Lower Shabelle,Conflict/Insecurity,10,2018,39
Lower Shabelle,Conflict/Insecurity,21,2018,39
Lower Shabelle,Conflict/Insecurity,132,2018,37
Lower Shabelle,Conflict/Insecurity,25,2018,38
Lower Shabelle,Conflict/Insecurity,22,2018,39
Lower Shabelle,Conflict/Insecurity,17,2018,39
Lower Shabelle,Conflict/Insecurity,13,2018,39
Lower Shabelle,Conflict/Insecurity,8,2018,39
Lower Shabelle,Conflict/Insecurity,36,2018,39
Lower Shabelle,Conflict/Insecurity,6,2018,40
Lower Shabelle,Conflict/Insecurity,5,2018,40
Lower Shabelle,Conflict/Insecurity,13,2018,40
Lower Shabelle,Conflict/Insecurity,442,2018,40
Lower Shabelle,Conflict/Insecurity,5,2018,40
Lower Shabelle,Conflict/Insecurity,4,2018,40
Lower Shabelle,Conflict/Insecurity,120,2018,40
Lower Shabelle,Conflict/Insecurity,16,2018,40
Lower Shabelle,Conflict/Insecurity,124,2018,40
Lower Shabelle,Conflict/Insecurity,345,2018,41
Lower Shabelle,Conflict/Insecurity,4,2018,41
Lower Shabelle,Conflict/Insecurity,47,2018,41
Lower Shabelle,Conflict/Insecurity,14,2018,41
Lower Shabelle,Conflict/Insecurity,8,2018,41
Lower Shabelle,Conflict/Insecurity,28,2018,41
Lower Shabelle,Conflict/Insecurity,54,2018,41
Lower Shabelle,Conflict/Insecurity,107,2018,41
Lower Shabelle,Conflict/Insecurity,76,2018,41
Lower Shabelle,Conflict/Insecurity,30,2018,41
Lower Shabelle,Conflict/Insecurity,7,2018,42
Lower Shabelle,Conflict/Insecurity,18,2018,42
Lower Shabelle,Conflict/Insecurity,25,2018,42
Lower Shabelle,Conflict/Insecurity,26,2018,42
Lower Shabelle,Conflict/Insecurity,25,2018,42
Lower Shabelle,Conflict/Insecurity,150,2018,42
Lower Shabelle,Conflict/Insecurity,162,2018,43
Lower Shabelle,Conflict/Insecurity,168,2018,41
Lower Shabelle,Conflict/Insecurity,246,2018,42
Lower Shabelle,Conflict/Insecurity,180,2018,40
Lower Shabelle,Conflict/Insecurity,13,2018,40
Lower Shabelle,Conflict/Insecurity,762,2018,40
Lower Shabelle,Conflict/Insecurity,1053,2018,40
Lower Shabelle,Conflict/Insecurity,166,2018,40
Lower Shabelle,Conflict/Insecurity,8,2018,40
Lower Shabelle,Conflict/Insecurity,222,2018,40
Lower Shabelle,Conflict/Insecurity,30,2018,40
Lower Shabelle,Conflict/Insecurity,5,2018,40
Lower Shabelle,Conflict/Insecurity,8,2018,40
Lower Shabelle,Conflict/Insecurity,502,2018,40
Lower Shabelle,Conflict/Insecurity,278,2018,40
Lower Shabelle,Conflict/Insecurity,137,2018,40
Lower Shabelle,Conflict/Insecurity,29,2018,40
Lower Shabelle,Conflict/Insecurity,540,2018,40
Lower Shabelle,Conflict/Insecurity,590,2018,40
Lower Shabelle,Conflict/Insecurity,31,2018,40
Lower Shabelle,Conflict/Insecurity,39,2018,40
Lower Shabelle,Conflict/Insecurity,22,2018,40
Lower Shabelle,Conflict/Insecurity,120,2018,41
Lower Shabelle,Conflict/Insecurity,2,2018,41
Lower Shabelle,Conflict/Insecurity,7,2018,41
Lower Shabelle,Conflict/Insecurity,160,2018,41
Lower Shabelle,Conflict/Insecurity,20,2018,41
Lower Shabelle,Conflict/Insecurity,110,2018,41
Lower Shabelle,Conflict/Insecurity,19,2018,41
Lower Shabelle,Conflict/Insecurity,8,2018,41
Lower Shabelle,Conflict/Insecurity,6,2018,41
Lower Shabelle,Conflict/Insecurity,8,2018,41
Lower Shabelle,Conflict/Insecurity,25,2018,41
Lower Shabelle,Conflict/Insecurity,34,2018,42
Lower Shabelle,Conflict/Insecurity,18,2018,42
Lower Shabelle,Conflict/Insecurity,60,2018,42
Lower Shabelle,Conflict/Insecurity,164,2018,42
Lower Shabelle,Conflict/Insecurity,26,2018,42
Lower Shabelle,Conflict/Insecurity,7,2018,43
Lower Shabelle,Conflict/Insecurity,271,2018,40
Lower Shabelle,Conflict/Insecurity,111,2018,40
Lower Shabelle,Conflict/Insecurity,120,2018,40
Lower Shabelle,Conflict/Insecurity,120,2018,40
Lower Shabelle,Conflict/Insecurity,295,2018,40
Lower Shabelle,Conflict/Insecurity,102,2018,40
Lower Shabelle,Conflict/Insecurity,144,2018,40
Lower Shabelle,Conflict/Insecurity,180,2018,40
Lower Shabelle,Conflict/Insecurity,372,2018,40
Lower Shabelle,Conflict/Insecurity,190,2018,40
Lower Shabelle,Conflict/Insecurity,460,2018,41
Lower Shabelle,Conflict/Insecurity,288,2018,41
Lower Shabelle,Conflict/Insecurity,75,2018,41
Lower Shabelle,Conflict/Insecurity,6,2018,41
Lower Shabelle,Conflict/Insecurity,12,2018,41
Lower Shabelle,Conflict/Insecurity,142,2018,41
Lower Shabelle,Conflict/Insecurity,4,2018,41
Lower Shabelle,Conflict/Insecurity,4,2018,41
Lower Shabelle,Conflict/Insecurity,25,2018,41
Lower Shabelle,Conflict/Insecurity,7,2018,41
Lower Shabelle,Conflict/Insecurity,9,2018,41
Lower Shabelle,Conflict/Insecurity,8,2018,41
Lower Shabelle,Conflict/Insecurity,4,2018,42
Lower Shabelle,Conflict/Insecurity,12,2018,42
Lower Shabelle,Conflict/Insecurity,2,2018,42
Lower Shabelle,Conflict/Insecurity,11,2018,42
Lower Shabelle,Conflict/Insecurity,9,2018,42
Lower Shabelle,Conflict/Insecurity,4,2018,42
Lower Shabelle,Conflict/Insecurity,7,2018,42
Lower Shabelle,Conflict/Insecurity,10,2018,42
Lower Shabelle,Conflict/Insecurity,5,2018,42
Lower Shabelle,Conflict/Insecurity,8,2018,42
Lower Shabelle,Conflict/Insecurity,9,2018,42
Lower Shabelle,Conflict/Insecurity,10,2018,42
Lower Shabelle,Conflict/Insecurity,6,2018,42
Lower Shabelle,Conflict/Insecurity,102,2018,43
Lower Shabelle,Conflict/Insecurity,7,2018,41
Lower Shabelle,Conflict/Insecurity,22,2018,41
Lower Shabelle,Conflict/Insecurity,8,2018,43
Lower Shabelle,Conflict/Insecurity,6,2018,42
Lower Shabelle,Conflict/Insecurity,8,2018,42
Lower Shabelle,Conflict/Insecurity,5,2018,42
Lower Shabelle,Conflict/Insecurity,14,2018,42
Lower Shabelle,Conflict/Insecurity,20,2018,42
Lower Shabelle,Conflict/Insecurity,12,2018,42
Lower Shabelle,Conflict/Insecurity,29,2018,42
Lower Shabelle,Conflict/Insecurity,10,2018,42
Lower Shabelle,Conflict/Insecurity,70,2018,42
Lower Shabelle,Conflict/Insecurity,8,2018,44
Lower Shabelle,Conflict/Insecurity,8,2018,43
Lower Shabelle,Conflict/Insecurity,31,2018,43
Lower Shabelle,Conflict/Insecurity,46,2018,43
Lower Shabelle,Conflict/Insecurity,9,2018,40
Lower Shabelle,Conflict/Insecurity,5,2018,40
Lower Shabelle,Conflict/Insecurity,3,2018,40
Lower Shabelle,Conflict/Insecurity,5,2018,40
Lower Shabelle,Conflict/Insecurity,122,2018,42
Lower Shabelle,Conflict/Insecurity,289,2018,44
Lower Shabelle,Conflict/Insecurity,10,2018,44
Lower Shabelle,Conflict/Insecurity,31,2018,40
Lower Shabelle,Conflict/Insecurity,9,2018,40
Lower Shabelle,Conflict/Insecurity,122,2018,44
Lower Shabelle,Conflict/Insecurity,102,2018,44
Lower Shabelle,Conflict/Insecurity,25,2018,45
Lower Shabelle,Conflict/Insecurity,16,2018,45
Lower Shabelle,Conflict/Insecurity,24,2018,45
Lower Shabelle,Conflict/Insecurity,33,2018,45
Lower Shabelle,Conflict/Insecurity,18,2018,45
Lower Shabelle,Conflict/Insecurity,126,2018,45
Lower Shabelle,Conflict/Insecurity,114,2018,45
Lower Shabelle,Conflict/Insecurity,18,2018,46
Lower Shabelle,Conflict/Insecurity,10,2018,46
Lower Shabelle,Conflict/Insecurity,8,2018,46
Lower Shabelle,Conflict/Insecurity,5,2018,46
Lower Shabelle,Conflict/Insecurity,150,2018,46
Lower Shabelle,Conflict/Insecurity,120,2018,46
Lower Shabelle,Conflict/Insecurity,128,2018,46
Lower Shabelle,Conflict/Insecurity,7,2018,46
Lower Shabelle,Conflict/Insecurity,22,2018,47
Lower Shabelle,Conflict/Insecurity,8,2018,47
Lower Shabelle,Conflict/Insecurity,8,2018,47
Lower Shabelle,Conflict/Insecurity,13,2018,47
Lower Shabelle,Conflict/Insecurity,156,2018,47
Lower Shabelle,Conflict/Insecurity,152,2018,47
Lower Shabelle,Conflict/Insecurity,6,2018,47
Lower Shabelle,Conflict/Insecurity,11,2018,45
Lower Shabelle,Conflict/Insecurity,7,2018,44
Lower Shabelle,Conflict/Insecurity,36,2018,44
Lower Shabelle,Conflict/Insecurity,25,2018,45
Lower Shabelle,Conflict/Insecurity,4,2018,45
Lower Shabelle,Conflict/Insecurity,38,2018,45
Lower Shabelle,Conflict/Insecurity,19,2018,45
Lower Shabelle,Conflict/Insecurity,9,2018,45
Lower Shabelle,Conflict/Insecurity,6,2018,46
Lower Shabelle,Conflict/Insecurity,6,2018,46
Lower Shabelle,Conflict/Insecurity,5,2018,46
Lower Shabelle,Conflict/Insecurity,13,2018,46
Lower Shabelle,Conflict/Insecurity,21,2018,46
Lower Shabelle,Conflict/Insecurity,10,2018,47
Lower Shabelle,Conflict/Insecurity,13,2018,47
Lower Shabelle,Conflict/Insecurity,3,2018,47
Lower Shabelle,Conflict/Insecurity,15,2018,47
Lower Shabelle,Conflict/Insecurity,16,2018,48
Lower Shabelle,Conflict/Insecurity,7,2018,48
Lower Shabelle,Conflict/Insecurity,6,2018,48
Lower Shabelle,Conflict/Insecurity,207,2018,44
Lower Shabelle,Conflict/Insecurity,18,2018,44
Lower Shabelle,Conflict/Insecurity,180,2018,44
Lower Shabelle,Conflict/Insecurity,6,2018,45
Lower Shabelle,Conflict/Insecurity,18,2018,45
Lower Shabelle,Conflict/Insecurity,42,2018,46
Lower Shabelle,Conflict/Insecurity,11,2018,46
Lower Shabelle,Conflict/Insecurity,4,2018,46
Lower Shabelle,Conflict/Insecurity,15,2018,46
Lower Shabelle,Conflict/Insecurity,3,2018,46
Lower Shabelle,Conflict/Insecurity,7,2018,48
Lower Shabelle,Conflict/Insecurity,12,2018,44
Lower Shabelle,Conflict/Insecurity,7,2018,44
Lower Shabelle,Conflict/Insecurity,9,2018,44
Lower Shabelle,Conflict/Insecurity,5,2018,44
Lower Shabelle,Conflict/Insecurity,7,2018,46
Lower Shabelle,Conflict/Insecurity,8,2018,45
Lower Shabelle,Conflict/Insecurity,26,2018,45
Lower Shabelle,Conflict/Insecurity,250,2018,47
Lower Shabelle,Conflict/Insecurity,131,2018,47
Lower Shabelle,Conflict/Insecurity,20,2018,46
Lower Shabelle,Conflict/Insecurity,7,2018,48
Lower Shabelle,Conflict/Insecurity,33,2018,49
Lower Shabelle,Conflict/Insecurity,34,2018,49
Lower Shabelle,Conflict/Insecurity,114,2018,49
Lower Shabelle,Conflict/Insecurity,10,2018,50
Lower Shabelle,Conflict/Insecurity,42,2018,50
Lower Shabelle,Conflict/Insecurity,13,2018,51
Lower Shabelle,Conflict/Insecurity,21,2018,51
Lower Shabelle,Conflict/Insecurity,33,2018,52
Lower Shabelle,Conflict/Insecurity,4,2018,52
Lower Shabelle,Conflict/Insecurity,14,2018,52
Lower Shabelle,Conflict/Insecurity,21,2018,52
Lower Shabelle,Conflict/Insecurity,102,2018,52
Lower Shabelle,Conflict/Insecurity,42,2018,49
Lower Shabelle,Conflict/Insecurity,11,2018,49
Lower Shabelle,Conflict/Insecurity,7,2018,49
Lower Shabelle,Conflict/Insecurity,7,2018,49
Lower Shabelle,Conflict/Insecurity,5,2018,49
Lower Shabelle,Conflict/Insecurity,4,2018,49
Lower Shabelle,Conflict/Insecurity,3,2018,49
Lower Shabelle,Conflict/Insecurity,6,2018,49
Lower Shabelle,Conflict/Insecurity,6,2018,49
Lower Shabelle,Conflict/Insecurity,6,2018,49
Lower Shabelle,Conflict/Insecurity,12,2018,49
Lower Shabelle,Conflict/Insecurity,7,2018,51
Lower Shabelle,Conflict/Insecurity,4,2018,51
Lower Shabelle,Conflict/Insecurity,8,2018,51
Lower Shabelle,Conflict/Insecurity,42,2018,52
Lower Shabelle,Conflict/Insecurity,18,2018,49
Lower Shabelle,Conflict/Insecurity,2,2018,49
Lower Shabelle,Conflict/Insecurity,11,2018,49
Lower Shabelle,Conflict/Insecurity,10,2018,50
Lower Shabelle,Conflict/Insecurity,7,2018,50
Lower Shabelle,Conflict/Insecurity,8,2018,50
Lower Shabelle,Conflict/Insecurity,33,2018,51
Lower Shabelle,Conflict/Insecurity,11,2018,51
Lower Shabelle,Conflict/Insecurity,6,2018,51
Lower Shabelle,Conflict/Insecurity,5,2018,51
Lower Shabelle,Conflict/Insecurity,5,2018,52
Lower Shabelle,Conflict/Insecurity,5,2018,52
Lower Shabelle,Conflict/Insecurity,5,2018,50
Lower Shabelle,Conflict/Insecurity,4,2018,51
Lower Shabelle,Conflict/Insecurity,4,2018,49
Lower Shabelle,Conflict/Insecurity,5,2018,49
Lower Shabelle,Conflict/Insecurity,6,2018,49
Lower Shabelle,Conflict/Insecurity,3,2018,49
Lower Shabelle,Conflict/Insecurity,22,2018,49
Lower Shabelle,Conflict/Insecurity,5,2018,50
Lower Shabelle,Conflict/Insecurity,11,2018,51
Lower Shabelle,Conflict/Insecurity,7,2018,51
Lower Shabelle,Conflict/Insecurity,5,2018,51
Lower Shabelle,Conflict/Insecurity,8,2018,51
Lower Shabelle,Conflict/Insecurity,6,2018,51
Lower Shabelle,Conflict/Insecurity,20,2018,51
Lower Shabelle,Conflict/Insecurity,7,2018,52
Lower Shabelle,Conflict/Insecurity,6,2018,52
Lower Shabelle,Conflict/Insecurity,10,2018,52
Lower Shabelle,Conflict/Insecurity,5,2018,52
Lower Shabelle,Conflict/Insecurity,8,2018,52
Lower Shabelle,Conflict/Insecurity,13,2018,52
Lower Shabelle,Conflict/Insecurity,7,2018,52
Lower Shabelle,Conflict/Insecurity,10,2018,52
Lower Shabelle,Conflict/Insecurity,39,2018,52
Lower Shabelle,Conflict/Insecurity,22,2018,48
Lower Shabelle,Conflict/Insecurity,17,2019,1
Lower Shabelle,Conflict/Insecurity,52,2019,1
Lower Shabelle,Conflict/Insecurity,63,2019,1
Lower Shabelle,Conflict/Insecurity,6,2019,2
Lower Shabelle,Conflict/Insecurity,12,2019,2
Lower Shabelle,Conflict/Insecurity,6,2019,2
Lower Shabelle,Conflict/Insecurity,150,2019,2
Lower Shabelle,Conflict/Insecurity,12,2019,3
Lower Shabelle,Conflict/Insecurity,5,2019,3
Lower Shabelle,Conflict/Insecurity,6,2019,3
Lower Shabelle,Conflict/Insecurity,24,2019,3
Lower Shabelle,Conflict/Insecurity,6,2019,3
Lower Shabelle,Conflict/Insecurity,31,2019,3
Lower Shabelle,Conflict/Insecurity,11,2019,3
Lower Shabelle,Conflict/Insecurity,6,2019,3
Lower Shabelle,Conflict/Insecurity,7,2019,3
Lower Shabelle,Conflict/Insecurity,7,2019,4
Lower Shabelle,Conflict/Insecurity,36,2019,4
Lower Shabelle,Conflict/Insecurity,12,2019,4
Lower Shabelle,Conflict/Insecurity,53,2019,4
Lower Shabelle,Conflict/Insecurity,7,2019,4
Lower Shabelle,Conflict/Insecurity,6,2019,4
Lower Shabelle,Conflict/Insecurity,6,2019,4
Lower Shabelle,Conflict/Insecurity,26,2019,4
Lower Shabelle,Conflict/Insecurity,18,2019,4
Lower Shabelle,Conflict/Insecurity,6,2019,5
Lower Shabelle,Conflict/Insecurity,23,2019,5
Lower Shabelle,Conflict/Insecurity,20,2019,1
Lower Shabelle,Conflict/Insecurity,5,2019,1
Lower Shabelle,Conflict/Insecurity,8,2019,1
Lower Shabelle,Conflict/Insecurity,204,2019,2
Lower Shabelle,Conflict/Insecurity,21,2019,2
Lower Shabelle,Conflict/Insecurity,12,2019,2
Lower Shabelle,Conflict/Insecurity,17,2019,3
Lower Shabelle,Conflict/Insecurity,5,2019,3
Lower Shabelle,Conflict/Insecurity,6,2019,3
Lower Shabelle,Conflict/Insecurity,7,2019,3
Lower Shabelle,Conflict/Insecurity,12,2019,3
Lower Shabelle,Conflict/Insecurity,102,2019,3
Lower Shabelle,Conflict/Insecurity,102,2019,3
Lower Shabelle,Conflict/Insecurity,19,2019,4
Lower Shabelle,Conflict/Insecurity,19,2019,4
Lower Shabelle,Conflict/Insecurity,14,2019,5
Lower Shabelle,Conflict/Insecurity,6,2019,5
Lower Shabelle,Conflict/Insecurity,109,2019,1
Lower Shabelle,Conflict/Insecurity,8,2019,1
Lower Shabelle,Conflict/Insecurity,7,2019,1
Lower Shabelle,Conflict/Insecurity,15,2019,2
Lower Shabelle,Conflict/Insecurity,102,2019,2
Lower Shabelle,Conflict/Insecurity,8,2019,2
Lower Shabelle,Conflict/Insecurity,13,2019,2
Lower Shabelle,Conflict/Insecurity,20,2019,2
Lower Shabelle,Conflict/Insecurity,14,2019,2
Lower Shabelle,Conflict/Insecurity,14,2019,2
Lower Shabelle,Conflict/Insecurity,13,2019,2
Lower Shabelle,Conflict/Insecurity,12,2019,3
Lower Shabelle,Conflict/Insecurity,6,2019,3
Lower Shabelle,Conflict/Insecurity,6,2019,3
Lower Shabelle,Conflict/Insecurity,7,2019,4
Lower Shabelle,Conflict/Insecurity,7,2019,4
Lower Shabelle,Conflict/Insecurity,6,2019,5
Lower Shabelle,Conflict/Insecurity,5,2019,4
Lower Shabelle,Conflict/Insecurity,4,2019,2
Lower Shabelle,Conflict/Insecurity,8,2019,2
Lower Shabelle,Conflict/Insecurity,8,2019,2
Lower Shabelle,Conflict/Insecurity,7,2019,2
Lower Shabelle,Conflict/Insecurity,6,2019,2
Lower Shabelle,Conflict/Insecurity,5,2019,2
Lower Shabelle,Conflict/Insecurity,7,2019,2
Lower Shabelle,Conflict/Insecurity,6,2019,2
Lower Shabelle,Conflict/Insecurity,5,2019,2
Lower Shabelle,Conflict/Insecurity,18,2019,5
Lower Shabelle,Conflict/Insecurity,13,2019,5
Lower Shabelle,Conflict/Insecurity,108,2019,6
Lower Shabelle,Conflict/Insecurity,102,2019,6
Lower Shabelle,Conflict/Insecurity,108,2019,6
Lower Shabelle,Conflict/Insecurity,4,2019,6
Lower Shabelle,Conflict/Insecurity,10,2019,6
Lower Shabelle,Conflict/Insecurity,102,2019,6
Lower Shabelle,Conflict/Insecurity,14,2019,7
Lower Shabelle,Conflict/Insecurity,6,2019,7
Lower Shabelle,Conflict/Insecurity,7,2019,7
Lower Shabelle,Conflict/Insecurity,7,2019,7
Lower Shabelle,Conflict/Insecurity,5,2019,7
Lower Shabelle,Conflict/Insecurity,11,2019,7
Lower Shabelle,Conflict/Insecurity,216,2019,8
Lower Shabelle,Conflict/Insecurity,102,2019,9
Lower Shabelle,Conflict/Insecurity,20,2019,5
Lower Shabelle,Conflict/Insecurity,7,2019,5
Lower Shabelle,Conflict/Insecurity,23,2019,5
Lower Shabelle,Conflict/Insecurity,6,2019,6
Lower Shabelle,Conflict/Insecurity,11,2019,6
Lower Shabelle,Conflict/Insecurity,102,2019,6
Lower Shabelle,Conflict/Insecurity,13,2019,6
Lower Shabelle,Conflict/Insecurity,7,2019,6
Lower Shabelle,Conflict/Insecurity,102,2019,6
Lower Shabelle,Conflict/Insecurity,5,2019,6
Lower Shabelle,Conflict/Insecurity,7,2019,6
Lower Shabelle,Conflict/Insecurity,19,2019,9
Lower Shabelle,Conflict/Insecurity,11,2019,9
Lower Shabelle,Conflict/Insecurity,5,2019,9
Lower Shabelle,Conflict/Insecurity,222,2019,5
Lower Shabelle,Conflict/Insecurity,6,2019,6
Lower Shabelle,Conflict/Insecurity,108,2019,6
Lower Shabelle,Conflict/Insecurity,7,2019,7
Lower Shabelle,Conflict/Insecurity,6,2019,7
Lower Shabelle,Conflict/Insecurity,5,2019,7
Lower Shabelle,Conflict/Insecurity,25,2019,7
Lower Shabelle,Conflict/Insecurity,35,2019,8
Lower Shabelle,Conflict/Insecurity,31,2019,8
Lower Shabelle,Conflict/Insecurity,6,2019,8
Lower Shabelle,Conflict/Insecurity,120,2019,9
Lower Shabelle,Conflict/Insecurity,6,2019,9
Lower Shabelle,Conflict/Insecurity,19,2019,9
Lower Shabelle,Conflict/Insecurity,18,2019,5
Lower Shabelle,Conflict/Insecurity,7,2019,5
Lower Shabelle,Conflict/Insecurity,5,2019,5
Lower Shabelle,Conflict/Insecurity,102,2019,8
Lower Shabelle,Conflict/Insecurity,114,2019,8
Lower Shabelle,Conflict/Insecurity,252,2019,8
Lower Shabelle,Conflict/Insecurity,108,2019,8
Lower Shabelle,Conflict/Insecurity,10,2019,7
Lower Shabelle,Conflict/Insecurity,13,2019,7
Lower Shabelle,Conflict/Insecurity,114,2019,5
Lower Shabelle,Conflict/Insecurity,20,2019,8
Lower Shabelle,Conflict/Insecurity,11,2019,6
Lower Shabelle,Conflict/Insecurity,36,2019,9
Lower Shabelle,Conflict/Insecurity,7,2019,9
Lower Shabelle,Conflict/Insecurity,240,2019,9
Lower Shabelle,Conflict/Insecurity,6,2019,9
Lower Shabelle,Conflict/Insecurity,234,2019,9
Lower Shabelle,Conflict/Insecurity,312,2019,9
Lower Shabelle,Conflict/Insecurity,15,2019,10
Lower Shabelle,Conflict/Insecurity,13,2019,10
Lower Shabelle,Conflict/Insecurity,120,2019,10
Lower Shabelle,Conflict/Insecurity,24,2019,10
Lower Shabelle,Conflict/Insecurity,102,2019,10
Lower Shabelle,Conflict/Insecurity,5,2019,10
Lower Shabelle,Conflict/Insecurity,5,2019,10
Lower Shabelle,Conflict/Insecurity,25,2019,10
Lower Shabelle,Conflict/Insecurity,19,2019,10
Lower Shabelle,Conflict/Insecurity,6,2019,10
Lower Shabelle,Conflict/Insecurity,5,2019,10
Lower Shabelle,Conflict/Insecurity,52,2019,10
Lower Shabelle,Conflict/Insecurity,50,2019,10
Lower Shabelle,Conflict/Insecurity,10,2019,10
Lower Shabelle,Conflict/Insecurity,96,2019,10
Lower Shabelle,Conflict/Insecurity,132,2019,11
Lower Shabelle,Conflict/Insecurity,102,2019,11
Lower Shabelle,Conflict/Insecurity,6,2019,11
Lower Shabelle,Conflict/Insecurity,6,2019,11
Lower Shabelle,Conflict/Insecurity,7,2019,11
Lower Shabelle,Conflict/Insecurity,13,2019,11
